blaise,intel64,der1der1,OpenACC-CPU,152,samples,230,M
blaise,intel64,der1der1,OpenACC-CPU,152,time,2.709710,s
blaise,intel64,der1der1,OpenMP,216,samples,184,M
blaise,intel64,der1der1,OpenMP,216,time,8.298221,s
blaise,intel64,der1der1hm,OpenACC-GPU,184,samples,938,M
blaise,intel64,der1der1hm,OpenACC-GPU,184,time,1.074281,s
blaise,intel64,der1der1lm,CUDA,504,samples,1289,M
blaise,intel64,der1der1lm,CUDA,504,time,11.944190,s
blaise,intel64,original,OpenMP,56,samples,140,M
blaise,intel64,original,OpenMP,56,time,0.487071,s
blaise,intel64,original,CUDA,248,samples,838,M
blaise,intel64,original,CUDA,248,time,2.618986,s
blaise,intel64,original,OpenMP,344,samples,245,M
blaise,intel64,original,OpenMP,344,time,21.726345,s
blaise,intel64,der1der1lm,CUDA,376,samples,1169,M
blaise,intel64,der1der1lm,CUDA,376,time,5.811267,s
blaise,intel64,der1der1lm,OpenMP,376,samples,385,M
blaise,intel64,der1der1lm,OpenMP,376,time,17.638933,s
blaise,intel64,der1der1,CUDA,88,samples,1087,M
blaise,intel64,der1der1,CUDA,88,time,0.158934,s
blaise,intel64,der1der1lm,OpenACC-CPU,184,samples,270,M
blaise,intel64,der1der1lm,OpenACC-CPU,184,time,3.733064,s
blaise,intel64,der1der1hm,OpenMP,152,samples,251,M
blaise,intel64,der1der1hm,OpenMP,152,time,2.483766,s
blaise,intel64,der1der1hm,OpenACC-CPU,344,samples,238,M
blaise,intel64,der1der1hm,OpenACC-CPU,344,time,22.300165,s
blaise,intel64,der1der1,CUDA,536,samples,,M
blaise,intel64,der1der1,CUDA,536,time,,s
blaise,intel64,der1der1hm,OpenMP,472,samples,303,M
blaise,intel64,der1der1hm,OpenMP,472,time,42.305051,s
blaise,intel64,original,OpenACC-CPU,216,samples,305,M
blaise,intel64,original,OpenACC-CPU,216,time,5.005403,s
blaise,intel64,der1der1lm,CUDA,248,samples,1016,M
blaise,intel64,der1der1lm,CUDA,248,time,2.160175,s
blaise,intel64,original,CUDA,312,samples,770,M
blaise,intel64,original,CUDA,312,time,5.283381,s
blaise,intel64,original,OpenMP,184,samples,278,M
blaise,intel64,original,OpenMP,184,time,3.625039,s
blaise,intel64,der1der1hm,OpenACC-CPU,440,samples,299,M
blaise,intel64,der1der1hm,OpenACC-CPU,440,time,35.113573,s
blaise,intel64,original,OpenACC-GPU,504,samples,235,M
blaise,intel64,original,OpenACC-GPU,504,time,65.540190,s
blaise,intel64,der1der1lm,OpenMP,152,samples,246,M
blaise,intel64,der1der1lm,OpenMP,152,time,2.532810,s
blaise,intel64,der1der1hm,OpenACC-CPU,88,samples,66,M
blaise,intel64,der1der1hm,OpenACC-CPU,88,time,2.614260,s
blaise,intel64,der1der1hm,OpenACC-GPU,536,samples,1344,M
blaise,intel64,der1der1hm,OpenACC-GPU,536,time,13.638381,s
blaise,intel64,der1der1lm,OpenACC-GPU,344,samples,1017,M
blaise,intel64,der1der1lm,OpenACC-GPU,344,time,5.224505,s
blaise,intel64,der1der1,OpenMP,504,samples,327,M
blaise,intel64,der1der1,OpenMP,504,time,47.108092,s
