blaise,intel64,original,OpenACC-GPU,376,power,436.16,W
blaise,intel64,original,OpenACC-GPU,376,energy,7806.18,J
blaise,intel64,original,CUDA,120,power,287.69,W
blaise,intel64,original,CUDA,120,energy,170.00,J
blaise,intel64,der1der1lm,OpenACC-GPU,152,power,363.00,W
blaise,intel64,der1der1lm,OpenACC-GPU,152,energy,489.23,J
blaise,intel64,der1der1hm,OpenACC-GPU,472,power,370.17,W
blaise,intel64,der1der1hm,OpenACC-GPU,472,energy,9088.85,J
blaise,intel64,original,CUDA,440,power,384.22,W
blaise,intel64,original,CUDA,440,energy,8839.03,J
blaise,intel64,original,OpenACC-CPU,216,power,441.36,W
blaise,intel64,original,OpenACC-CPU,216,energy,1439.58,J
blaise,intel64,original,OpenACC-GPU,248,power,390.15,W
blaise,intel64,original,OpenACC-GPU,248,energy,3123.85,J
blaise,intel64,der1der1lm,OpenMP,56,power,280.64,W
blaise,intel64,der1der1lm,OpenMP,56,energy,137.20,J
blaise,intel64,der1der1lm,OpenMP,184,power,518.92,W
blaise,intel64,der1der1lm,OpenMP,184,energy,962.88,J
blaise,intel64,der1der1,OpenMP,440,power,468.96,W
blaise,intel64,der1der1,OpenMP,440,energy,5258.35,J
blaise,intel64,original,OpenMP,152,power,387.91,W
blaise,intel64,original,OpenMP,152,energy,616.63,J
blaise,intel64,der1der1hm,OpenACC-GPU,376,power,375.51,W
blaise,intel64,der1der1hm,OpenACC-GPU,376,energy,5233.50,J
blaise,intel64,der1der1,OpenACC-GPU,440,power,371.74,W
blaise,intel64,der1der1,OpenACC-GPU,440,energy,8197.98,J
blaise,intel64,der1der1hm,OpenACC-GPU,344,power,364.69,W
blaise,intel64,der1der1hm,OpenACC-GPU,344,energy,3994.35,J
blaise,intel64,der1der1hm,CUDA,312,power,370.25,W
blaise,intel64,der1der1hm,CUDA,312,energy,2870.90,J
blaise,intel64,der1der1hm,CUDA,440,power,380.01,W
blaise,intel64,der1der1hm,CUDA,440,energy,6290.78,J
blaise,intel64,der1der1hm,OpenACC-GPU,312,power,369.06,W
blaise,intel64,der1der1hm,OpenACC-GPU,312,energy,2289.08,J
blaise,intel64,der1der1hm,OpenMP,408,power,501.79,W
blaise,intel64,der1der1hm,OpenMP,408,energy,5577.65,J
blaise,intel64,original,OpenMP,120,power,357.35,W
blaise,intel64,original,OpenMP,120,energy,281.80,J
blaise,intel64,der1der1,OpenACC-GPU,472,power,383.42,W
blaise,intel64,der1der1,OpenACC-GPU,472,energy,9601.98,J
blaise,intel64,der1der1lm,OpenACC-CPU,216,power,460.73,W
blaise,intel64,der1der1lm,OpenACC-CPU,216,energy,1872.10,J
blaise,intel64,der1der1lm,CUDA,56,power,266.73,W
blaise,intel64,der1der1lm,CUDA,56,energy,130.38,J
blaise,intel64,der1der1hm,OpenACC-GPU,280,power,361.50,W
blaise,intel64,der1der1hm,OpenACC-GPU,280,energy,1989.35,J
blaise,intel64,der1der1hm,OpenACC-CPU,504,power,478.22,W
blaise,intel64,der1der1hm,OpenACC-CPU,504,energy,11531.85,J
blaise,intel64,der1der1lm,OpenACC-GPU,312,power,363.89,W
blaise,intel64,der1der1lm,OpenACC-GPU,312,energy,3239.88,J
blaise,intel64,der1der1lm,CUDA,376,power,377.34,W
blaise,intel64,der1der1lm,CUDA,376,energy,3812.43,J
blaise,intel64,original,CUDA,216,power,373.12,W
blaise,intel64,original,CUDA,216,energy,1195.48,J
blaise,intel64,der1der1lm,OpenACC-GPU,56,power,287.67,W
blaise,intel64,der1der1lm,OpenACC-GPU,56,energy,155.33,J
blaise,intel64,der1der1,CUDA,376,power,373.35,W
blaise,intel64,der1der1,CUDA,376,energy,5470.55,J
blaise,intel64,der1der1,OpenACC-GPU,344,power,368.86,W
blaise,intel64,der1der1,OpenACC-GPU,344,energy,3043.80,J
blaise,intel64,der1der1,OpenMP,472,power,450.42,W
blaise,intel64,der1der1,OpenMP,472,energy,7054.75,J
blaise,intel64,der1der1,OpenACC-GPU,56,power,271.64,W
blaise,intel64,der1der1,OpenACC-GPU,56,energy,132.80,J
blaise,intel64,der1der1hm,OpenACC-GPU,440,power,374.41,W
blaise,intel64,der1der1hm,OpenACC-GPU,440,energy,7190.55,J
blaise,intel64,der1der1lm,OpenMP,248,power,467.46,W
blaise,intel64,der1der1lm,OpenMP,248,energy,2367.05,J
blaise,intel64,der1der1hm,OpenACC-CPU,56,power,283.64,W
blaise,intel64,der1der1hm,OpenACC-CPU,56,energy,138.73,J
blaise,intel64,der1der1,CUDA,440,power,379.46,W
blaise,intel64,der1der1,CUDA,440,energy,7135.53,J
blaise,intel64,original,OpenACC-CPU,184,power,440.39,W
blaise,intel64,original,OpenACC-CPU,184,energy,990.33,J
blaise,intel64,der1der1lm,OpenACC-GPU,216,power,361.84,W
blaise,intel64,der1der1lm,OpenACC-GPU,216,energy,1032.53,J
blaise,intel64,original,OpenACC-CPU,88,power,288.83,W
blaise,intel64,original,OpenACC-CPU,88,energy,155.93,J
blaise,intel64,der1der1,OpenACC-CPU,152,power,450.96,W
blaise,intel64,der1der1,OpenACC-CPU,152,energy,495.63,J
blaise,intel64,der1der1,CUDA,504,power,375.12,W
blaise,intel64,der1der1,CUDA,504,energy,11811.73,J
blaise,intel64,der1der1hm,CUDA,344,power,373.05,W
blaise,intel64,der1der1hm,CUDA,344,energy,4459.18,J
blaise,intel64,der1der1,OpenACC-CPU,472,power,443.57,W
blaise,intel64,der1der1,OpenACC-CPU,472,energy,7124.45,J
blaise,intel64,original,CUDA,248,power,369.40,W
blaise,intel64,original,CUDA,248,energy,2347.15,J
blaise,intel64,original,OpenACC-CPU,120,power,304.95,W
blaise,intel64,original,OpenACC-CPU,120,energy,302.03,J
