chifflot-2,skylake-avx512,original,OpenACC-GPU,344,samples,247,M
chifflot-2,skylake-avx512,original,OpenACC-GPU,344,time,21.481365,s
chifflot-2,skylake-avx512,original,OpenMP,472,samples,56,M
chifflot-2,skylake-avx512,original,OpenMP,472,time,228.930817,s
chifflot-2,skylake-avx512,original,OpenMP,24,samples,51,M
chifflot-2,skylake-avx512,original,OpenMP,24,time,0.346242,s
chifflot-2,skylake-avx512,der1der1lm,OpenACC-GPU,152,samples,555,M
chifflot-2,skylake-avx512,der1der1lm,OpenACC-GPU,152,time,1.123197,s
chifflot-2,skylake-avx512,der1der1lm,CUDA,312,samples,1068,M
chifflot-2,skylake-avx512,der1der1lm,CUDA,312,time,3.810034,s
chifflot-2,skylake-avx512,original,OpenMP,440,samples,101,M
chifflot-2,skylake-avx512,original,OpenMP,440,time,103.800945,s
chifflot-2,skylake-avx512,der1der1lm,OpenMP,408,samples,139,M
chifflot-2,skylake-avx512,der1der1lm,OpenMP,408,time,61.088144,s
chifflot-2,skylake-avx512,der1der1,OpenACC-CPU,24,samples,84,M
chifflot-2,skylake-avx512,der1der1,OpenACC-CPU,24,time,0.208488,s
chifflot-2,skylake-avx512,der1der1hm,OpenACC-GPU,344,samples,1211,M
chifflot-2,skylake-avx512,der1der1hm,OpenACC-GPU,344,time,4.390119,s
chifflot-2,skylake-avx512,original,OpenMP,152,samples,43,M
chifflot-2,skylake-avx512,original,OpenMP,152,time,14.508108,s
chifflot-2,skylake-avx512,der1der1hm,OpenACC-CPU,56,samples,48,M
chifflot-2,skylake-avx512,der1der1hm,OpenACC-CPU,56,time,1.430107,s
chifflot-2,skylake-avx512,der1der1,OpenACC-CPU,248,samples,205,M
chifflot-2,skylake-avx512,der1der1,OpenACC-CPU,248,time,10.709284,s
chifflot-2,skylake-avx512,original,CUDA,88,samples,502,M
chifflot-2,skylake-avx512,original,CUDA,88,time,0.344068,s
chifflot-2,skylake-avx512,der1der1,CUDA,184,samples,1366,M
chifflot-2,skylake-avx512,der1der1,CUDA,184,time,0.737802,s
chifflot-2,skylake-avx512,der1der1lm,OpenMP,88,samples,27,M
chifflot-2,skylake-avx512,der1der1lm,OpenMP,88,time,6.515416,s
chifflot-2,skylake-avx512,original,OpenMP,504,samples,100,M
chifflot-2,skylake-avx512,original,OpenMP,504,time,153.877535,s
chifflot-2,skylake-avx512,der1der1hm,OpenMP,152,samples,108,M
chifflot-2,skylake-avx512,der1der1hm,OpenMP,152,time,5.788480,s
chifflot-2,skylake-avx512,der1der1lm,OpenMP,440,samples,140,M
chifflot-2,skylake-avx512,der1der1lm,OpenMP,440,time,75.327094,s
chifflot-2,skylake-avx512,der1der1hm,OpenACC-GPU,152,samples,794,M
chifflot-2,skylake-avx512,der1der1hm,OpenACC-GPU,152,time,0.784695,s
chifflot-2,skylake-avx512,der1der1hm,OpenMP,472,samples,206,M
chifflot-2,skylake-avx512,der1der1hm,OpenMP,472,time,62.148860,s
chifflot-2,skylake-avx512,der1der1hm,OpenMP,408,samples,243,M
chifflot-2,skylake-avx512,der1der1hm,OpenMP,408,time,34.986565,s
chifflot-2,skylake-avx512,der1der1hm,OpenMP,312,samples,230,M
chifflot-2,skylake-avx512,der1der1hm,OpenMP,312,time,17.701400,s
chifflot-2,skylake-avx512,original,OpenMP,120,samples,31,M
chifflot-2,skylake-avx512,original,OpenMP,120,time,11.216473,s
chifflot-2,skylake-avx512,der1der1hm,OpenMP,120,samples,92,M
chifflot-2,skylake-avx512,der1der1hm,OpenMP,120,time,3.825684,s
chifflot-2,skylake-avx512,original,OpenACC-CPU,24,samples,112,M
chifflot-2,skylake-avx512,original,OpenACC-CPU,24,time,0.156597,s
chifflot-2,skylake-avx512,der1der1hm,OpenMP,344,samples,219,M
chifflot-2,skylake-avx512,der1der1hm,OpenMP,344,time,24.261644,s
